ccode,country,year,age,gender,status,urban,population,education,sector,sector_group,informal
BEN,Benin,2015,20,female,unemployed,urban,1471,,,,
BEN,Benin,2015,20,male,employed,urban,16790,,,,
BEN,Benin,2015,20,male,employed,rural,19915,,,,
BEN,Benin,2015,20,male,unemployed,rural,493,,,,
BEN,Benin,2015,20,male,unemployed,urban,1057,,,,
BEN,Benin,2015,21,female,employed,rural,21803,,,,
BEN,Benin,2015,21,female,employed,urban,16205,,,,
BEN,Benin,2015,21,female,unemployed,urban,1351,,,,
BEN,Benin,2015,21,female,unemployed,rural,702,,,,
BEN,Benin,2015,21,male,employed,rural,17941,,,,
BEN,Benin,2015,21,male,employed,urban,15127,,,,
BEN,Benin,2015,21,male,unemployed,urban,952,,,,
BEN,Benin,2015,21,male,unemployed,rural,444,,,,
BEN,Benin,2015,22,female,employed,urban,14601,,,,
BEN,Benin,2015,22,female,employed,rural,19644,,,,
BEN,Benin,2015,22,female,unemployed,urban,1217,,,,
BEN,Benin,2015,22,female,unemployed,rural,632,,,,
BEN,Benin,2015,22,male,employed,rural,16507,,,,
BEN,Benin,2015,22,male,employed,urban,13915,,,,
BEN,Benin,2015,22,male,unemployed,rural,409,,,,
BEN,Benin,2015,22,male,unemployed,urban,875,,,,
BEN,Benin,2015,23,female,employed,rural,18997,,,,
BEN,Benin,2015,23,female,employed,urban,14119,,,,
BEN,Benin,2015,23,female,unemployed,urban,1177,,,,
BEN,Benin,2015,23,female,unemployed,rural,611,,,,
BEN,Benin,2015,23,male,employed,rural,16147,,,,
BEN,Benin,2015,23,male,employed,urban,13614,,,,
BEN,Benin,2015,23,male,unemployed,rural,400,,,,
BEN,Benin,2015,23,male,unemployed,urban,857,,,,
BEN,Benin,2015,24,female,employed,rural,18997,,,,
BEN,Benin,2015,24,female,employed,urban,14119,,,,
BEN,Benin,2015,24,female,unemployed,urban,1177,,,,
BEN,Benin,2015,24,female,unemployed,rural,611,,,,
BEN,Benin,2015,24,male,employed,rural,15789,,,,
BEN,Benin,2015,24,male,employed,urban,13311,,,,
BEN,Benin,2015,24,male,unemployed,rural,391,,,,
BEN,Benin,2015,24,male,unemployed,urban,838,,,,
BEN,Benin,2015,25,female,employed,urban,26497,,,,
BEN,Benin,2015,25,female,employed,rural,35198,,,,
BEN,Benin,2015,25,female,unemployed,rural,283,,,,
BEN,Benin,2015,25,female,unemployed,urban,653,,,,
BEN,Benin,2015,25,male,employed,rural,42255,,,,
BEN,Benin,2015,25,male,employed,urban,36630,,,,
BEN,Benin,2015,25,male,unemployed,rural,219,,,,
BEN,Benin,2015,25,male,unemployed,urban,848,,,,
BEN,Benin,2015,26,female,employed,rural,34370,,,,
BEN,Benin,2015,26,female,employed,urban,25873,,,,
BEN,Benin,2015,26,female,unemployed,urban,637,,,,
BEN,Benin,2015,26,female,unemployed,rural,277,,,,
BEN,Benin,2015,26,male,employed,rural,40312,,,,
BEN,Benin,2015,26,male,employed,urban,34946,,,,
BEN,Benin,2015,26,male,unemployed,rural,209,,,,
BEN,Benin,2015,26,male,unemployed,urban,809,,,,
BEN,Benin,2015,27,female,employed,rural,33542,,,,
BEN,Benin,2015,27,female,employed,urban,25250,,,,
BEN,Benin,2015,27,female,unemployed,rural,271,,,,
BEN,Benin,2015,27,female,unemployed,urban,621,,,,
BEN,Benin,2015,27,male,employed,urban,33262,,,,
BEN,Benin,2015,27,male,employed,rural,38369,,,,
BEN,Benin,2015,27,male,unemployed,urban,771,,,,
BEN,Benin,2015,27,male,unemployed,rural,198,,,,
BEN,Benin,2015,28,female,employed,urban,23692,,,,
BEN,Benin,2015,28,female,employed,rural,31470,,,,
BEN,Benin,2015,28,female,unemployed,rural,253,,,,
BEN,Benin,2015,28,female,unemployed,urban,584,,,,
BEN,Benin,2015,28,male,employed,urban,32420,,,,
BEN,Benin,2015,28,male,employed,rural,37398,,,,
BEN,Benin,2015,28,male,unemployed,urban,751,,,,
BEN,Benin,2015,28,male,unemployed,rural,194,,,,
BEN,Benin,2015,29,female,employed,rural,30643,,,,
BEN,Benin,2015,29,female,employed,urban,23068,,,,
BEN,Benin,2015,29,female,unemployed,rural,247,,,,
BEN,Benin,2015,29,female,unemployed,urban,568,,,,
BEN,Benin,2015,29,male,employed,rural,35940,,,,
BEN,Benin,2015,29,male,employed,urban,31157,,,,
BEN,Benin,2015,29,male,unemployed,urban,722,,,,
BEN,Benin,2015,29,male,unemployed,rural,186,,,,
BEN,Benin,2015,30,female,employed,urban,22757,,,,
BEN,Benin,2015,30,female,employed,rural,30228,,,,
BEN,Benin,2015,30,female,unemployed,rural,244,,,,
BEN,Benin,2015,30,female,unemployed,urban,560,,,,
BEN,Benin,2015,30,male,employed,rural,35456,,,,
BEN,Benin,2015,30,male,employed,urban,30735,,,,
BEN,Benin,2015,30,male,unemployed,urban,712,,,,
BEN,Benin,2015,30,male,unemployed,rural,184,,,,
BEN,Benin,2015,31,female,employed,rural,28572,,,,
BEN,Benin,2015,31,female,employed,urban,21510,,,,
BEN,Benin,2015,31,female,unemployed,rural,230,,,,
BEN,Benin,2015,31,female,unemployed,urban,530,,,,
BEN,Benin,2015,31,male,employed,rural,33513,,,,
BEN,Benin,2015,31,male,employed,urban,29051,,,,
BEN,Benin,2015,31,male,unemployed,urban,673,,,,
BEN,Benin,2015,31,male,unemployed,rural,174,,,,
BEN,Benin,2015,32,female,employed,rural,27744,,,,
BEN,Benin,2015,32,female,employed,urban,20886,,,,
BEN,Benin,2015,32,female,unemployed,rural,224,,,,
BEN,Benin,2015,32,female,unemployed,urban,514,,,,
BEN,Benin,2015,32,male,employed,urban,27789,,,,
BEN,Benin,2015,32,male,employed,rural,32055,,,,
BEN,Benin,2015,32,male,unemployed,urban,644,,,,
BEN,Benin,2015,32,male,unemployed,rural,166,,,,
BEN,Benin,2015,33,female,employed,urban,20262,,,,
BEN,Benin,2015,33,female,employed,rural,26916,,,,
BEN,Benin,2015,33,female,unemployed,urban,499,,,,
BEN,Benin,2015,33,female,unemployed,rural,217,,,,
BEN,Benin,2015,33,male,employed,urban,26946,,,,
BEN,Benin,2015,33,male,employed,rural,31084,,,,
BEN,Benin,2015,33,male,unemployed,rural,161,,,,
BEN,Benin,2015,33,male,unemployed,urban,624,,,,
BEN,Benin,2015,34,female,employed,rural,25674,,,,
BEN,Benin,2015,34,female,employed,urban,19327,,,,
BEN,Benin,2015,34,female,unemployed,urban,476,,,,
BEN,Benin,2015,34,female,unemployed,rural,207,,,,
BEN,Benin,2015,34,male,employed,urban,25683,,,,
BEN,Benin,2015,34,male,employed,rural,29627,,,,
BEN,Benin,2015,34,male,unemployed,urban,595,,,,
BEN,Benin,2015,34,male,unemployed,rural,153,,,,
BEN,Benin,2015,35,female,employed,urban,19015,,,,
BEN,Benin,2015,35,female,employed,rural,25260,,,,
BEN,Benin,2015,35,female,unemployed,rural,204,,,,
BEN,Benin,2015,35,female,unemployed,urban,468,,,,
BEN,Benin,2015,35,male,employed,urban,24841,,,,
BEN,Benin,2015,35,male,employed,rural,28656,,,,
BEN,Benin,2015,35,male,unemployed,rural,148,,,,
BEN,Benin,2015,35,male,unemployed,urban,576,,,,
BEN,Benin,2016,15,female,employed,rural,15507,,,,
BEN,Benin,2016,15,female,employed,urban,11756,,,,
BEN,Benin,2016,15,female,unemployed,rural,494,,,,
BEN,Benin,2016,15,female,unemployed,urban,919,,,,
BEN,Benin,2016,15,male,employed,urban,11628,,,,
BEN,Benin,2016,15,male,employed,rural,13503,,,,
BEN,Benin,2016,15,male,unemployed,rural,326,,,,
BEN,Benin,2016,15,male,unemployed,urban,656,,,,
BEN,Benin,2016,16,female,employed,rural,22445,,,,
BEN,Benin,2016,16,female,employed,urban,17015,,,,
BEN,Benin,2016,16,female,unemployed,rural,715,,,,
BEN,Benin,2016,16,female,unemployed,urban,1330,,,,
BEN,Benin,2016,16,male,employed,urban,16995,,,,
BEN,Benin,2016,16,male,employed,rural,19735,,,,
BEN,Benin,2016,16,male,unemployed,urban,958,,,,
BEN,Benin,2016,16,male,unemployed,rural,477,,,,
BEN,Benin,2016,17,female,employed,urban,20573,,,,
BEN,Benin,2016,17,female,employed,rural,27138,,,,
BEN,Benin,2016,17,female,unemployed,rural,864,,,,
BEN,Benin,2016,17,female,unemployed,urban,1609,,,,
BEN,Benin,2016,17,male,employed,urban,20424,,,,
BEN,Benin,2016,17,male,employed,rural,23717,,,,
BEN,Benin,2016,17,male,unemployed,urban,1151,,,,
BEN,Benin,2016,17,male,unemployed,rural,573,,,,
BEN,Benin,2016,18,female,employed,urban,20883,,,,
BEN,Benin,2016,18,female,employed,rural,27545,,,,
BEN,Benin,2016,18,female,unemployed,rural,878,,,,
BEN,Benin,2016,18,female,unemployed,urban,1632,,,,
BEN,Benin,2016,18,male,employed,rural,23717,,,,
BEN,Benin,2016,18,male,employed,urban,20424,,,,
BEN,Benin,2016,18,male,unemployed,urban,1151,,,,
BEN,Benin,2016,18,male,unemployed,rural,573,,,,
BEN,Benin,2016,19,female,employed,urban,18871,,,,
BEN,Benin,2016,19,female,employed,rural,24894,,,,
BEN,Benin,2016,19,female,unemployed,rural,793,,,,
BEN,Benin,2016,19,female,unemployed,urban,1475,,,,
BEN,Benin,2016,19,male,employed,rural,21466,,,,
BEN,Benin,2016,19,male,employed,urban,18486,,,,
BEN,Benin,2016,19,male,unemployed,urban,1042,,,,
BEN,Benin,2016,19,male,unemployed,rural,518,,,,
BEN,Benin,2016,20,female,employed,urban,17634,,,,
BEN,Benin,2016,20,female,employed,rural,23261,,,,
BEN,Benin,2016,20,female,unemployed,urban,1378,,,,
BEN,Benin,2016,20,female,unemployed,rural,741,,,,
BEN,Benin,2016,20,male,employed,urban,17293,,,,
BEN,Benin,2016,20,male,employed,rural,20082,,,,
BEN,Benin,2016,20,male,unemployed,rural,485,,,,
BEN,Benin,2016,20,male,unemployed,urban,975,,,,
BEN,Benin,2016,21,female,employed,rural,21016,,,,
BEN,Benin,2016,21,female,employed,urban,15933,,,,
BEN,Benin,2016,21,female,unemployed,urban,1246,,,,
BEN,Benin,2016,21,female,unemployed,rural,669,,,,
BEN,Benin,2016,21,male,employed,rural,18178,,,,
BEN,Benin,2016,21,male,employed,urban,15653,,,,
BEN,Benin,2016,21,male,unemployed,rural,439,,,,
BEN,Benin,2016,21,male,unemployed,urban,882,,,,
BEN,Benin,2016,22,female,employed,urban,14695,,,,
BEN,Benin,2016,22,female,employed,rural,19384,,,,
BEN,Benin,2016,22,female,unemployed,rural,617,,,,
BEN,Benin,2016,22,female,unemployed,urban,1149,,,,
BEN,Benin,2016,22,male,employed,rural,16446,,,,
BEN,Benin,2016,22,male,employed,urban,14163,,,,
BEN,Benin,2016,22,male,unemployed,urban,798,,,,
BEN,Benin,2016,22,male,unemployed,rural,398,,,,
BEN,Benin,2016,23,female,employed,rural,18568,,,,
BEN,Benin,2016,23,female,employed,urban,14076,,,,
BEN,Benin,2016,23,female,unemployed,urban,1100,,,,
BEN,Benin,2016,23,female,unemployed,rural,592,,,,
BEN,Benin,2016,23,male,employed,urban,13566,,,,
BEN,Benin,2016,23,male,employed,rural,15754,,,,
BEN,Benin,2016,23,male,unemployed,urban,765,,,,
BEN,Benin,2016,23,male,unemployed,rural,380,,,,
BEN,Benin,2016,24,female,employed,urban,14386,,,,
BEN,Benin,2016,24,female,employed,rural,18976,,,,
BEN,Benin,2016,24,female,unemployed,rural,605,,,,
BEN,Benin,2016,24,female,unemployed,urban,1124,,,,
BEN,Benin,2016,24,male,employed,urban,13566,,,,
BEN,Benin,2016,24,male,employed,rural,15754,,,,
BEN,Benin,2016,24,male,unemployed,urban,765,,,,
BEN,Benin,2016,24,male,unemployed,rural,380,,,,
BEN,Benin,2016,25,female,employed,rural,36046,,,,
BEN,Benin,2016,25,female,employed,urban,27588,,,,
BEN,Benin,2016,25,female,unemployed,rural,267,,,,
BEN,Benin,2016,25,female,unemployed,urban,597,,,,
BEN,Benin,2016,25,male,employed,rural,43083,,,,
BEN,Benin,2016,25,male,employed,urban,37997,,,,
BEN,Benin,2016,25,male,unemployed,urban,769,,,,
BEN,Benin,2016,25,male,unemployed,rural,201,,,,
BEN,Benin,2016,26,female,employed,rural,34845,,,,
BEN,Benin,2016,26,female,employed,urban,26668,,,,
BEN,Benin,2016,26,female,unemployed,rural,258,,,,
BEN,Benin,2016,26,female,unemployed,urban,577,,,,
BEN,Benin,2016,26,male,employed,rural,41648,,,,
BEN,Benin,2016,26,male,employed,urban,36730,,,,
BEN,Benin,2016,26,male,unemployed,rural,194,,,,
BEN,Benin,2016,26,male,unemployed,urban,744,,,,
BEN,Benin,2016,27,female,employed,rural,32843,,,,
BEN,Benin,2016,27,female,employed,urban,25135,,,,
BEN,Benin,2016,27,female,unemployed,rural,243,,,,
BEN,Benin,2016,27,female,unemployed,urban,544,,,,
BEN,Benin,2016,27,male,employed,urban,35041,,,,
BEN,Benin,2016,27,male,employed,rural,39733,,,,
BEN,Benin,2016,27,male,unemployed,rural,185,,,,
BEN,Benin,2016,27,male,unemployed,urban,709,,,,
BEN,Benin,2016,28,female,employed,urban,24522,,,,
BEN,Benin,2016,28,female,employed,rural,32042,,,,
BEN,Benin,2016,28,female,unemployed,rural,237,,,,
BEN,Benin,2016,28,female,unemployed,urban,531,,,,
BEN,Benin,2016,28,male,employed,urban,33775,,,,
BEN,Benin,2016,28,male,employed,rural,38297,,,,
BEN,Benin,2016,28,male,unemployed,urban,684,,,,
BEN,Benin,2016,28,male,unemployed,rural,178,,,,
BEN,Benin,2016,29,female,employed,rural,31241,,,,
BEN,Benin,2016,29,female,employed,urban,23909,,,,
BEN,Benin,2016,29,female,unemployed,urban,518,,,,
BEN,Benin,2016,29,female,unemployed,rural,231,,,,
BEN,Benin,2016,29,male,employed,rural,36861,,,,
BEN,Benin,2016,29,male,employed,urban,32508,,,,
BEN,Benin,2016,29,male,unemployed,rural,171,,,,
BEN,Benin,2016,29,male,unemployed,urban,659,,,,
BEN,Benin,2016,30,female,employed,rural,30039,,,,
BEN,Benin,2016,30,female,employed,urban,22990,,,,
BEN,Benin,2016,30,female,unemployed,rural,222,,,,
BEN,Benin,2016,30,female,unemployed,urban,498,,,,
BEN,Benin,2016,30,male,employed,rural,34946,,,,
BEN,Benin,2016,30,male,employed,urban,30819,,,,
BEN,Benin,2016,30,male,unemployed,rural,163,,,,
BEN,Benin,2016,30,male,unemployed,urban,624,,,,
BEN,Benin,2016,31,female,employed,rural,29238,,,,
BEN,Benin,2016,31,female,employed,urban,22376,,,,
BEN,Benin,2016,31,female,unemployed,urban,484,,,,
BEN,Benin,2016,31,female,unemployed,rural,217,,,,
BEN,Benin,2016,31,male,employed,urban,30397,,,,
BEN,Benin,2016,31,male,employed,rural,34467,,,,
BEN,Benin,2016,31,male,unemployed,urban,616,,,,
BEN,Benin,2016,31,male,unemployed,rural,160,,,,
BEN,Benin,2016,32,female,employed,urban,21150,,,,
BEN,Benin,2016,32,female,employed,rural,27636,,,,
BEN,Benin,2016,32,female,unemployed,rural,205,,,,
BEN,Benin,2016,32,female,unemployed,urban,458,,,,
BEN,Benin,2016,32,male,employed,rural,32553,,,,
BEN,Benin,2016,32,male,employed,urban,28708,,,,
BEN,Benin,2016,32,male,unemployed,urban,581,,,,
BEN,Benin,2016,32,male,unemployed,rural,152,,,,
BEN,Benin,2016,33,female,employed,rural,26835,,,,
BEN,Benin,2016,33,female,employed,urban,20537,,,,
BEN,Benin,2016,33,female,unemployed,urban,444,,,,
BEN,Benin,2016,33,female,unemployed,rural,199,,,,
BEN,Benin,2016,33,male,employed,rural,31595,,,,
BEN,Benin,2016,33,male,employed,urban,27864,,,,
BEN,Benin,2016,33,male,unemployed,rural,147,,,,
BEN,Benin,2016,33,male,unemployed,urban,564,,,,
BEN,Benin,2016,34,female,employed,urban,19924,,,,
BEN,Benin,2016,34,female,employed,rural,26034,,,,
BEN,Benin,2016,34,female,unemployed,rural,193,,,,
BEN,Benin,2016,34,female,unemployed,urban,431,,,,
BEN,Benin,2016,34,male,employed,urban,27442,,,,
BEN,Benin,2016,34,male,employed,rural,31116,,,,
BEN,Benin,2016,34,male,unemployed,rural,144,,,,
BEN,Benin,2016,34,male,unemployed,urban,556,,,,
BEN,Benin,2016,35,female,employed,urban,19005,,,,
BEN,Benin,2016,35,female,employed,rural,24832,,,,
BEN,Benin,2016,35,female,unemployed,rural,184,,,,
BEN,Benin,2016,35,female,unemployed,urban,411,,,,
BEN,Benin,2016,35,male,employed,rural,29680,,,,
BEN,Benin,2016,35,male,employed,urban,26175,,,,
BEN,Benin,2016,35,male,unemployed,urban,530,,,,
BEN,Benin,2016,35,male,unemployed,rural,138,,,,
BEN,Benin,2017,15,female,employed,rural,14830,,,,
BEN,Benin,2017,15,female,employed,urban,11466,,,,
BEN,Benin,2017,15,female,unemployed,rural,463,,,,
BEN,Benin,2017,15,female,unemployed,urban,838,,,,
BEN,Benin,2017,15,male,employed,urban,11748,,,,
BEN,Benin,2017,15,male,employed,rural,13357,,,,
BEN,Benin,2017,15,male,unemployed,rural,310,,,,
BEN,Benin,2017,15,male,unemployed,urban,589,,,,
BEN,Benin,2017,16,female,employed,urban,16828,,,,
BEN,Benin,2017,16,female,employed,rural,21763,,,,
BEN,Benin,2017,16,female,unemployed,urban,1229,,,,
BEN,Benin,2017,16,female,unemployed,rural,681,,,,
BEN,Benin,2017,16,male,employed,urban,17328,,,,
BEN,Benin,2017,16,male,employed,rural,19701,,,,
BEN,Benin,2017,16,male,unemployed,urban,869,,,,
BEN,Benin,2017,16,male,unemployed,rural,457,,,,
BEN,Benin,2017,17,female,employed,urban,20252,,,,
BEN,Benin,2017,17,female,employed,rural,26193,,,,
BEN,Benin,2017,17,female,unemployed,rural,819,,,,
BEN,Benin,2017,17,female,unemployed,urban,1479,,,,
BEN,Benin,2017,17,male,employed,rural,23541,,,,
BEN,Benin,2017,17,male,employed,urban,20706,,,,
BEN,Benin,2017,17,male,unemployed,urban,1037,,,,
BEN,Benin,2017,17,male,unemployed,rural,547,,,,
BEN,Benin,2017,18,female,employed,rural,26771,,,,
BEN,Benin,2017,18,female,employed,urban,20699,,,,
BEN,Benin,2017,18,female,unemployed,urban,1512,,,,
BEN,Benin,2017,18,female,unemployed,rural,837,,,,
BEN,Benin,2017,18,male,employed,urban,20852,,,,
BEN,Benin,2017,18,male,employed,rural,23709,,,,
BEN,Benin,2017,18,male,unemployed,urban,1045,,,,
BEN,Benin,2017,18,male,unemployed,rural,550,,,,
BEN,Benin,2017,19,female,employed,rural,24075,,,,
BEN,Benin,2017,19,female,employed,urban,18614,,,,
BEN,Benin,2017,19,female,unemployed,urban,1359,,,,
BEN,Benin,2017,19,female,unemployed,rural,753,,,,
BEN,Benin,2017,19,male,employed,rural,21370,,,,
BEN,Benin,2017,19,male,employed,urban,18797,,,,
BEN,Benin,2017,19,male,unemployed,urban,941,,,,
BEN,Benin,2017,19,male,unemployed,rural,497,,,,
BEN,Benin,2017,20,female,employed,urban,17274,,,,
BEN,Benin,2017,20,female,employed,rural,22341,,,,
BEN,Benin,2017,20,female,unemployed,urban,1262,,,,
BEN,Benin,2017,20,female,unemployed,rural,698,,,,
BEN,Benin,2017,20,male,employed,urban,17622,,,,
BEN,Benin,2017,20,male,employed,rural,20035,,,,
BEN,Benin,2017,20,male,unemployed,urban,882,,,,
BEN,Benin,2017,20,male,unemployed,rural,466,,,,
BEN,Benin,2017,21,female,employed,rural,20415,,,,
BEN,Benin,2017,21,female,employed,urban,15785,,,,
BEN,Benin,2017,21,female,unemployed,urban,1153,,,,
BEN,Benin,2017,21,female,unemployed,rural,638,,,,
BEN,Benin,2017,21,male,employed,urban,16006,,,,
BEN,Benin,2017,21,male,employed,rural,18199,,,,
BEN,Benin,2017,21,male,unemployed,urban,801,,,,
BEN,Benin,2017,21,male,unemployed,rural,423,,,,
BEN,Benin,2017,22,female,employed,urban,14594,,,,
BEN,Benin,2017,22,female,employed,rural,18874,,,,
BEN,Benin,2017,22,female,unemployed,urban,1066,,,,
BEN,Benin,2017,22,female,unemployed,rural,590,,,,
BEN,Benin,2017,22,male,employed,rural,16529,,,,
BEN,Benin,2017,22,male,employed,urban,14538,,,,
BEN,Benin,2017,22,male,unemployed,rural,384,,,,
BEN,Benin,2017,22,male,unemployed,urban,728,,,,
BEN,Benin,2017,23,female,employed,urban,13998,,,,
BEN,Benin,2017,23,female,employed,rural,18104,,,,
BEN,Benin,2017,23,female,unemployed,rural,566,,,,
BEN,Benin,2017,23,female,unemployed,urban,1023,,,,
BEN,Benin,2017,23,male,employed,rural,16028,,,,
BEN,Benin,2017,23,male,employed,urban,14097,,,,
BEN,Benin,2017,23,male,unemployed,urban,706,,,,
BEN,Benin,2017,23,male,unemployed,rural,372,,,,
BEN,Benin,2017,24,female,employed,urban,13850,,,,
BEN,Benin,2017,24,female,employed,rural,17911,,,,
BEN,Benin,2017,24,female,unemployed,rural,560,,,,
BEN,Benin,2017,24,female,unemployed,urban,1012,,,,
BEN,Benin,2017,24,male,employed,rural,15861,,,,
BEN,Benin,2017,24,male,employed,urban,13951,,,,
BEN,Benin,2017,24,male,unemployed,rural,368,,,,
BEN,Benin,2017,24,male,unemployed,urban,699,,,,
BEN,Benin,2017,25,female,employed,urban,27679,,,,
BEN,Benin,2017,25,female,employed,rural,35578,,,,
BEN,Benin,2017,25,female,unemployed,urban,519,,,,
BEN,Benin,2017,25,female,unemployed,rural,236,,,,
BEN,Benin,2017,25,male,employed,rural,43865,,,,
BEN,Benin,2017,25,male,employed,urban,39354,,,,
BEN,Benin,2017,25,male,unemployed,rural,177,,,,
BEN,Benin,2017,25,male,unemployed,urban,683,,,,
BEN,Benin,2017,26,female,employed,urban,26776,,,,
BEN,Benin,2017,26,female,employed,rural,34418,,,,
BEN,Benin,2017,26,female,unemployed,urban,502,,,,
BEN,Benin,2017,26,female,unemployed,rural,228,,,,
BEN,Benin,2017,26,male,employed,urban,38084,,,,
BEN,Benin,2017,26,male,employed,rural,42451,,,,
BEN,Benin,2017,26,male,unemployed,urban,661,,,,
BEN,Benin,2017,26,male,unemployed,rural,171,,,,
BEN,Benin,2017,27,female,employed,urban,26175,,,,
BEN,Benin,2017,27,female,employed,rural,33644,,,,
BEN,Benin,2017,27,female,unemployed,urban,491,,,,
BEN,Benin,2017,27,female,unemployed,rural,223,,,,
BEN,Benin,2017,27,male,employed,urban,36391,,,,
BEN,Benin,2017,27,male,employed,rural,40564,,,,
BEN,Benin,2017,27,male,unemployed,urban,631,,,,
BEN,Benin,2017,27,male,unemployed,rural,164,,,,
BEN,Benin,2017,28,female,employed,rural,32097,,,,
BEN,Benin,2017,28,female,employed,urban,24972,,,,
BEN,Benin,2017,28,female,unemployed,rural,214,,,,
BEN,Benin,2017,28,female,unemployed,urban,467,,,,
BEN,Benin,2017,28,male,employed,rural,38677,,,,
BEN,Benin,2017,28,male,employed,urban,34699,,,,
BEN,Benin,2017,28,male,unemployed,rural,156,,,,
BEN,Benin,2017,28,male,unemployed,urban,602,,,,
BEN,Benin,2017,29,female,employed,urban,24069,,,,
BEN,Benin,2017,29,female,employed,rural,30937,,,,
BEN,Benin,2017,29,female,unemployed,rural,205,,,,
BEN,Benin,2017,29,female,unemployed,urban,451,,,,
BEN,Benin,2017,29,male,employed,rural,37262,,,,
BEN,Benin,2017,29,male,employed,urban,33430,,,,
BEN,Benin,2017,29,male,unemployed,urban,580,,,,
BEN,Benin,2017,29,male,unemployed,rural,151,,,,
BEN,Benin,2017,30,female,employed,rural,29777,,,,
BEN,Benin,2017,30,female,employed,urban,23166,,,,
BEN,Benin,2017,30,female,unemployed,urban,434,,,,
BEN,Benin,2017,30,female,unemployed,rural,198,,,,
BEN,Benin,2017,30,male,employed,urban,32160,,,,
BEN,Benin,2017,30,male,employed,rural,35847,,,,
BEN,Benin,2017,30,male,unemployed,rural,145,,,,
BEN,Benin,2017,30,male,unemployed,urban,558,,,,
BEN,Benin,2017,31,female,employed,rural,29004,,,,
BEN,Benin,2017,31,female,employed,urban,22564,,,,
BEN,Benin,2017,31,female,unemployed,urban,422,,,,
BEN,Benin,2017,31,female,unemployed,rural,193,,,,
BEN,Benin,2017,31,male,employed,urban,30891,,,,
BEN,Benin,2017,31,male,employed,rural,34432,,,,
BEN,Benin,2017,31,male,unemployed,rural,139,,,,
BEN,Benin,2017,31,male,unemployed,urban,536,,,,
BEN,Benin,2017,32,female,employed,urban,21662,,,,
BEN,Benin,2017,32,female,employed,rural,27844,,,,
BEN,Benin,2017,32,female,unemployed,rural,185,,,,
BEN,Benin,2017,32,female,unemployed,urban,406,,,,
BEN,Benin,2017,32,male,employed,rural,33961,,,,
BEN,Benin,2017,32,male,employed,urban,30467,,,,
BEN,Benin,2017,32,male,unemployed,rural,137,,,,
BEN,Benin,2017,32,male,unemployed,urban,529,,,,
BEN,Benin,2017,33,female,employed,urban,20458,,,,
BEN,Benin,2017,33,female,employed,rural,26297,,,,
BEN,Benin,2017,33,female,unemployed,rural,175,,,,
BEN,Benin,2017,33,female,unemployed,urban,383,,,,
BEN,Benin,2017,33,male,employed,urban,29197,,,,
BEN,Benin,2017,33,male,employed,rural,32546,,,,
BEN,Benin,2017,33,male,unemployed,urban,507,,,,
